,PLAYER,POS,Lane Agility Time (seconds),Shuttle Run (seconds),Three Quarter Sprint (seconds),Standing Vertical Leap (inches),Max Vertical Leap (inches),Max Bench Press (repetitions)
5980,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
5981,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
5982,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
5983,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
5984,Michael Porter,SF-PF,-,-,-,-,-,-
5985,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
5986,Jerome Robinson,SG,-,-,-,-,-,-
5987,Collin Sexton,PG,-,-,-,-,-,-
5988,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
5989,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
5990,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
5991,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
5992,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
5993,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
5994,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
5995,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
5996,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
5997,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
5998,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
5999,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
6000,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
6001,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
6002,Trae Young,PG,-,-,-,-,-,-
6003,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
6004,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
6005,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
6006,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
6007,Mohamed Bamba,C,-,-,-,-,-,-
6008,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
6009,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
6010,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
6011,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
6012,Miles Bridges,SF,-,-,-,-,-,-
6013,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
6014,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
6015,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
6016,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
6017,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
6018,Wendell Carter,C-PF,-,-,-,-,-,-
6019,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
6020,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
6021,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
6022,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
6023,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
6024,Keenan Evans,PG,-,-,-,-,-,-
6025,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
6026,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
6027,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
6028,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
6029,Isaac Haas,C,-,-,-,-,-,-
6030,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
6031,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
6032,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
6033,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
6034,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
6035,Jaren Jackson,PF-C,-,-,-,-,-,-
6036,Justin Jackson,PF,-,-,-,-,-,-
6037,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
6038,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
6039,Kevin Knox,SF,-,-,-,-,-,-
6040,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
6041,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
6042,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
6043,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
6044,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
6045,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
6046,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
6047,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
6048,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
6049,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
6050,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
6051,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
6052,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
6053,Michael Porter,SF-PF,-,-,-,-,-,-
6054,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
6055,Jerome Robinson,SG,-,-,-,-,-,-
6056,Collin Sexton,PG,-,-,-,-,-,-
6057,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
6058,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
6059,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
6060,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
6061,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
6062,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
6063,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
6064,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
6065,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
6066,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
6067,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
6068,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
6069,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
6070,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
6071,Trae Young,PG,-,-,-,-,-,-
6072,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
6073,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
6074,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
6075,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
6076,Mohamed Bamba,C,-,-,-,-,-,-
6077,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
6078,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
6079,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
6080,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
6081,Miles Bridges,SF,-,-,-,-,-,-
6082,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
6083,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
6084,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
6085,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
6086,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
6087,Wendell Carter,C-PF,-,-,-,-,-,-
6088,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
6089,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
6090,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
6091,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
6092,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
6093,Keenan Evans,PG,-,-,-,-,-,-
6094,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
6095,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
6096,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
6097,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
6098,Isaac Haas,C,-,-,-,-,-,-
6099,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
6100,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
6101,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
6102,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
6103,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
6104,Jaren Jackson,PF-C,-,-,-,-,-,-
6105,Justin Jackson,PF,-,-,-,-,-,-
6106,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
6107,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
6108,Kevin Knox,SF,-,-,-,-,-,-
6109,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
6110,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
6111,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
6112,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
6113,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
6114,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
6115,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
6116,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
6117,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
6118,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
6119,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
6120,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
6121,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
6122,Michael Porter,SF-PF,-,-,-,-,-,-
6123,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
6124,Jerome Robinson,SG,-,-,-,-,-,-
6125,Collin Sexton,PG,-,-,-,-,-,-
6126,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
6127,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
6128,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
6129,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
6130,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
6131,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
6132,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
6133,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
6134,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
6135,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
6136,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
6137,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
6138,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
6139,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
6140,Trae Young,PG,-,-,-,-,-,-
6141,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
6142,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
6143,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
6144,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
6145,Mohamed Bamba,C,-,-,-,-,-,-
6146,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
6147,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
6148,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
6149,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
6150,Miles Bridges,SF,-,-,-,-,-,-
6151,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
6152,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
6153,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
6154,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
6155,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
6156,Wendell Carter,C-PF,-,-,-,-,-,-
6157,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
6158,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
6159,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
6160,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
6161,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
6162,Keenan Evans,PG,-,-,-,-,-,-
6163,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
6164,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
6165,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
6166,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
6167,Isaac Haas,C,-,-,-,-,-,-
6168,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
6169,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
6170,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
6171,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
6172,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
6173,Jaren Jackson,PF-C,-,-,-,-,-,-
6174,Justin Jackson,PF,-,-,-,-,-,-
6175,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
6176,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
6177,Kevin Knox,SF,-,-,-,-,-,-
6178,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
6179,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
6180,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
6181,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
6182,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
6183,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
6184,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
6185,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
6186,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
6187,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
6188,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
6189,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
6190,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
6191,Michael Porter,SF-PF,-,-,-,-,-,-
6192,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
6193,Jerome Robinson,SG,-,-,-,-,-,-
6194,Collin Sexton,PG,-,-,-,-,-,-
6195,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
6196,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
6197,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
6198,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
6199,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
6200,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
6201,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
6202,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
6203,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
6204,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
6205,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
6206,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
6207,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
6208,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
6209,Trae Young,PG,-,-,-,-,-,-
6210,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
6211,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
6212,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
6213,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
6214,Mohamed Bamba,C,-,-,-,-,-,-
6215,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
6216,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
6217,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
6218,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
6219,Miles Bridges,SF,-,-,-,-,-,-
6220,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
6221,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
6222,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
6223,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
6224,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
6225,Wendell Carter,C-PF,-,-,-,-,-,-
6226,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
6227,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
6228,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
6229,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
6230,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
6231,Keenan Evans,PG,-,-,-,-,-,-
6232,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
6233,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
6234,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
6235,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
6236,Isaac Haas,C,-,-,-,-,-,-
6237,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
6238,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
6239,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
6240,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
6241,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
6242,Jaren Jackson,PF-C,-,-,-,-,-,-
6243,Justin Jackson,PF,-,-,-,-,-,-
6244,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
6245,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
6246,Kevin Knox,SF,-,-,-,-,-,-
6247,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
6248,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
6249,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
6250,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
6251,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
6252,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
6253,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
6254,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
6255,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
6256,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
6257,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
6258,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
6259,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
6260,Michael Porter,SF-PF,-,-,-,-,-,-
6261,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
6262,Jerome Robinson,SG,-,-,-,-,-,-
6263,Collin Sexton,PG,-,-,-,-,-,-
6264,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
6265,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
6266,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
6267,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
6268,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
6269,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
6270,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
6271,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
6272,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
6273,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
6274,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
6275,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
6276,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
6277,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
6278,Trae Young,PG,-,-,-,-,-,-
6279,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
6280,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
6281,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
6282,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
6283,Mohamed Bamba,C,-,-,-,-,-,-
6284,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
6285,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
6286,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
6287,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
6288,Miles Bridges,SF,-,-,-,-,-,-
6289,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
6290,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
6291,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
6292,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
6293,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
6294,Wendell Carter,C-PF,-,-,-,-,-,-
6295,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
6296,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
6297,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
6298,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
6299,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
6300,Keenan Evans,PG,-,-,-,-,-,-
6301,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
6302,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
6303,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
6304,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
6305,Isaac Haas,C,-,-,-,-,-,-
6306,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
6307,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
6308,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
6309,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
6310,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
6311,Jaren Jackson,PF-C,-,-,-,-,-,-
6312,Justin Jackson,PF,-,-,-,-,-,-
6313,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
6314,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
6315,Kevin Knox,SF,-,-,-,-,-,-
6316,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
6317,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
6318,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
6319,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
6320,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
6321,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
6322,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
6323,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
6324,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
6325,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
6326,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
6327,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
6328,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
6329,Michael Porter,SF-PF,-,-,-,-,-,-
6330,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
6331,Jerome Robinson,SG,-,-,-,-,-,-
6332,Collin Sexton,PG,-,-,-,-,-,-
6333,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
6334,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
6335,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
6336,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
6337,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
6338,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
6339,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
6340,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
6341,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
6342,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
6343,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
6344,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
6345,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
6346,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
6347,Trae Young,PG,-,-,-,-,-,-
6348,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
6349,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
6350,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
6351,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
6352,Mohamed Bamba,C,-,-,-,-,-,-
6353,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
6354,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
6355,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
6356,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
6357,Miles Bridges,SF,-,-,-,-,-,-
6358,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
6359,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
6360,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
6361,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
6362,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
6363,Wendell Carter,C-PF,-,-,-,-,-,-
6364,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
6365,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
6366,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
6367,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
6368,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
6369,Keenan Evans,PG,-,-,-,-,-,-
6370,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
6371,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
