,PLAYER,POS,Off DribbleCollegeBreak Left,Off DribbleCollegeBreak Right,Off DribbleCollegeTop Key,Off DribbleFifteenBreak Left,Off DribbleFifteenBreak Right,Off DribbleFifteenTop Key,On TheMoveCollege,On TheMoveFifteen
4547,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
4548,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
4549,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
4550,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
4551,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
4552,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
4553,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
4554,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
4555,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
4556,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
4557,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
4558,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
4559,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
4560,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
4561,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
4562,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
4563,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
4564,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
4565,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
4566,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
4567,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
4568,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
4569,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
4570,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
4571,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
4572,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
4573,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
4574,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
4575,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
4576,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
4577,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
4578,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
4579,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
4580,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
4581,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
4582,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
4583,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
4584,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
4585,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
4586,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
4587,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
4588,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
4589,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
4590,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
4591,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
4592,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
4593,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
4594,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
4595,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
4596,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
4597,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
4598,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
4599,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
4600,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
4601,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
4602,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
4603,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
4604,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
4605,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
4606,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
4607,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
4608,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
4609,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
4610,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
4611,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
4612,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
4613,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
4614,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
4615,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
4616,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
4617,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
4618,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
4619,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
4620,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
4621,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
4622,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
4623,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
4624,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
4625,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
4626,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
4627,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
4628,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
4629,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
4630,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
4631,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
4632,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
4633,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
4634,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
4635,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
4636,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
4637,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
4638,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
4639,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
4640,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
4641,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
4642,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
4643,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
4644,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
4645,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
4646,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
4647,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
4648,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
4649,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
4650,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
4651,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
4652,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
4653,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
4654,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
4655,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
4656,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
4657,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
4658,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
4659,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
4660,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
4661,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
4662,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
4663,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
4664,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
4665,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
4666,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
4667,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
4668,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
4669,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
4670,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
4671,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
4672,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
4673,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
4674,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
4675,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
4676,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
4677,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
4678,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
4679,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
4680,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
4681,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
4682,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
4683,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
4684,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
4685,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
4686,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
4687,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
4688,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
4689,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
4690,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
4691,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
4692,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
4693,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
4694,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
4695,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
4696,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
4697,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
4698,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
4699,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
4700,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
4701,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
4702,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
4703,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
4704,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
4705,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
4706,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
4707,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
4708,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
4709,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
4710,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
4711,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
4712,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
4713,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
4714,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
4715,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
4716,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
4717,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
4718,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
4719,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
4720,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
4721,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
4722,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
4723,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
4724,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
4725,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
4726,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
4727,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
4728,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
4729,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
4730,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
4731,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
4732,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
4733,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
4734,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
4735,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
4736,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
4737,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
4738,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
4739,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
4740,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
4741,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
4742,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
4743,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
4744,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
4745,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
4746,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
4747,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
4748,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
4749,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
4750,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
4751,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
4752,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
4753,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
4754,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
4755,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
4756,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
4757,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
4758,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
4759,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
4760,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
4761,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
4762,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
4763,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
4764,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
4765,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
4766,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
4767,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
4768,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
4769,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
4770,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
4771,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
4772,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
4773,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
4774,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
4775,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
4776,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
4777,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
4778,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
4779,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
4780,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
4781,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
4782,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
4783,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
4784,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
4785,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
4786,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
4787,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
4788,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
4789,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
4790,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
4791,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
4792,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
4793,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
4794,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
4795,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
4796,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
4797,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
4798,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
4799,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
4800,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
4801,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
4802,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
4803,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
4804,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
4805,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
4806,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
4807,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
4808,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
4809,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
4810,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
4811,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
4812,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
4813,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
4814,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
4815,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
4816,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
4817,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
4818,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
4819,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
4820,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
4821,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
4822,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
4823,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
4824,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
4825,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
4826,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
4827,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
4828,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
4829,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
4830,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
4831,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
4832,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
4833,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
4834,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
4835,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
4836,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
4837,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
4838,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
4839,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
4840,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
4841,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
4842,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
4843,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
4844,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
4845,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
4846,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
4847,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
4848,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
4849,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
4850,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
4851,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
4852,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
4853,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
4854,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
4855,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
4856,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
4857,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
4858,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
4859,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
4860,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
4861,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
4862,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
4863,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
4864,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
4865,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
